HIGHLIFE: VERSAO SERIAL
Geracao 1359: 5
Geracao 1360: 5
Geracao 1361: 5
Geracao 1362: 5
Geracao 1363: 5
Geracao 1364: 5
Geracao 1365: 5
Geracao 1366: 5
Geracao 1367: 5
Geracao 1368: 5
Geracao 1369: 5
Geracao 1370: 5
Geracao 1371: 5
Geracao 1372: 5
Geracao 1373: 5
Geracao 1374: 5
Geracao 1375: 5
Geracao 1376: 5
Geracao 1377: 5
Geracao 1378: 5
Geracao 1379: 5
Geracao 1380: 5
Geracao 1381: 5
Geracao 1382: 5
Geracao 1383: 5
Geracao 1384: 5
Geracao 1385: 5
Geracao 1386: 5
Geracao 1387: 5
Geracao 1388: 5
Geracao 1389: 5
Geracao 1390: 5
Geracao 1391: 5
Geracao 1392: 5
Geracao 1393: 5
Geracao 1394: 5
Geracao 1395: 5
Geracao 1396: 5
Geracao 1397: 5
Geracao 1398: 5
Geracao 1399: 5
Geracao 1400: 5
Geracao 1401: 5
Geracao 1402: 5
Geracao 1403: 5
Geracao 1404: 5
Geracao 1405: 5
Geracao 1406: 5
Geracao 1407: 5
Geracao 1408: 5
Geracao 1409: 5
Geracao 1410: 5
Geracao 1411: 5
Geracao 1412: 5
Geracao 1413: 5
Geracao 1414: 5
Geracao 1415: 5
Geracao 1416: 5
Geracao 1417: 5
Geracao 1418: 5
Geracao 1419: 5
Geracao 1420: 5
Geracao 1421: 5
Geracao 1422: 5
Geracao 1423: 5
Geracao 1424: 5
Geracao 1425: 5
Geracao 1426: 5
Geracao 1427: 5
Geracao 1428: 5
Geracao 1429: 5
Geracao 1430: 5
Geracao 1431: 5
Geracao 1432: 5
Geracao 1433: 5
Geracao 1434: 5
Geracao 1435: 5
Geracao 1436: 5
Geracao 1437: 5
Geracao 1438: 5
Geracao 1439: 5
Geracao 1440: 5
Geracao 1441: 5
Geracao 1442: 5
Geracao 1443: 5
Geracao 1444: 5
Geracao 1445: 5
Geracao 1446: 5
Geracao 1447: 5
Geracao 1448: 5
Geracao 1449: 5
Geracao 1450: 5
Geracao 1451: 5
Geracao 1452: 5
Geracao 1453: 5
Geracao 1454: 5
Geracao 1455: 5
Geracao 1456: 5
Geracao 1457: 5
Geracao 1458: 5
Geracao 1459: 5
Geracao 1460: 5
Geracao 1461: 5
Geracao 1462: 5
Geracao 1463: 5
Geracao 1464: 5
Geracao 1465: 5
Geracao 1466: 5
Geracao 1467: 5
Geracao 1468: 5
Geracao 1469: 5
Geracao 1470: 5
Geracao 1471: 5
Geracao 1472: 5
Geracao 1473: 5
Geracao 1474: 5
Geracao 1475: 5
Geracao 1476: 5
Geracao 1477: 5
Geracao 1478: 5
Geracao 1479: 5
Geracao 1480: 5
Geracao 1481: 5
Geracao 1482: 5
Geracao 1483: 5
Geracao 1484: 5
Geracao 1485: 5
Geracao 1486: 5
Geracao 1487: 5
Geracao 1488: 5
Geracao 1489: 5
Geracao 1490: 5
Geracao 1491: 5
Geracao 1492: 5
Geracao 1493: 5
Geracao 1494: 5
Geracao 1495: 5
Geracao 1496: 5
Geracao 1497: 5
Geracao 1498: 5
Geracao 1499: 5
Geracao 1500: 5
Geracao 1501: 5
Geracao 1502: 5
Geracao 1503: 5
Geracao 1504: 5
Geracao 1505: 5
Geracao 1506: 5
Geracao 1507: 5
Geracao 1508: 5
Geracao 1509: 5
Geracao 1510: 5
Geracao 1511: 5
Geracao 1512: 5
Geracao 1513: 5
Geracao 1514: 5
Geracao 1515: 5
Geracao 1516: 5
Geracao 1517: 5
Geracao 1518: 5
Geracao 1519: 5
Geracao 1520: 5
Geracao 1521: 5
Geracao 1522: 5
Geracao 1523: 5
Geracao 1524: 5
Geracao 1525: 5
Geracao 1526: 5
Geracao 1527: 5
Geracao 1528: 5
Geracao 1529: 5
Geracao 1530: 5
Geracao 1531: 5
Geracao 1532: 5
Geracao 1533: 5
Geracao 1534: 5
Geracao 1535: 5
Geracao 1536: 5
Geracao 1537: 5
Geracao 1538: 5
Geracao 1539: 5
Geracao 1540: 5
Geracao 1541: 5
Geracao 1542: 5
Geracao 1543: 5
Geracao 1544: 5
Geracao 1545: 5
Geracao 1546: 5
Geracao 1547: 5
Geracao 1548: 5
Geracao 1549: 5
Geracao 1550: 5
Geracao 1551: 5
Geracao 1552: 5
Geracao 1553: 5
Geracao 1554: 5
Geracao 1555: 5
Geracao 1556: 5
Geracao 1557: 5
Geracao 1558: 5
Geracao 1559: 5
Geracao 1560: 5
Geracao 1561: 5
Geracao 1562: 5
Geracao 1563: 5
Geracao 1564: 5
Geracao 1565: 5
Geracao 1566: 5
Geracao 1567: 5
Geracao 1568: 5
Geracao 1569: 5
Geracao 1570: 5
Geracao 1571: 5
Geracao 1572: 5
Geracao 1573: 5
Geracao 1574: 5
Geracao 1575: 5
Geracao 1576: 5
Geracao 1577: 5
Geracao 1578: 5
Geracao 1579: 5
Geracao 1580: 5
Geracao 1581: 5
Geracao 1582: 5
Geracao 1583: 5
Geracao 1584: 5
Geracao 1585: 5
Geracao 1586: 5
Geracao 1587: 5
Geracao 1588: 5
Geracao 1589: 5
Geracao 1590: 5
Geracao 1591: 5
Geracao 1592: 5
Geracao 1593: 5
Geracao 1594: 5
Geracao 1595: 5
Geracao 1596: 5
Geracao 1597: 5
Geracao 1598: 5
Geracao 1599: 5
Geracao 1600: 5
Geracao 1601: 5
Geracao 1602: 5
Geracao 1603: 5
Geracao 1604: 5
Geracao 1605: 5
Geracao 1606: 5
Geracao 1607: 5
Geracao 1608: 5
Geracao 1609: 5
Geracao 1610: 5
Geracao 1611: 5
Geracao 1612: 5
Geracao 1613: 5
Geracao 1614: 5
Geracao 1615: 5
Geracao 1616: 5
Geracao 1617: 5
Geracao 1618: 5
Geracao 1619: 5
Geracao 1620: 5
Geracao 1621: 5
Geracao 1622: 5
Geracao 1623: 5
Geracao 1624: 5
Geracao 1625: 5
Geracao 1626: 5
Geracao 1627: 5
Geracao 1628: 5
Geracao 1629: 5
Geracao 1630: 5
Geracao 1631: 5
Geracao 1632: 5
Geracao 1633: 5
Geracao 1634: 5
Geracao 1635: 5
Geracao 1636: 5
Geracao 1637: 5
Geracao 1638: 5
Geracao 1639: 5
Geracao 1640: 5
Geracao 1641: 5
Geracao 1642: 5
Geracao 1643: 5
Geracao 1644: 5
Geracao 1645: 5
Geracao 1646: 5
Geracao 1647: 5
Geracao 1648: 5
Geracao 1649: 5
Geracao 1650: 5
Geracao 1651: 5
Geracao 1652: 5
Geracao 1653: 5
Geracao 1654: 5
Geracao 1655: 5
Geracao 1656: 5
Geracao 1657: 5
Geracao 1658: 5
Geracao 1659: 5
Geracao 1660: 5
Geracao 1661: 5
Geracao 1662: 5
Geracao 1663: 5
Geracao 1664: 5
Geracao 1665: 5
Geracao 1666: 5
Geracao 1667: 5
Geracao 1668: 5
Geracao 1669: 5
Geracao 1670: 5
Geracao 1671: 5
Geracao 1672: 5
Geracao 1673: 5
Geracao 1674: 5
Geracao 1675: 5
Geracao 1676: 5
Geracao 1677: 5
Geracao 1678: 5
Geracao 1679: 5
Geracao 1680: 5
Geracao 1681: 5
Geracao 1682: 5
Geracao 1683: 5
Geracao 1684: 5
Geracao 1685: 5
Geracao 1686: 5
Geracao 1687: 5
Geracao 1688: 5
Geracao 1689: 5
Geracao 1690: 5
Geracao 1691: 5
Geracao 1692: 5
Geracao 1693: 5
Geracao 1694: 5
Geracao 1695: 5
Geracao 1696: 5
Geracao 1697: 5
Geracao 1698: 5
Geracao 1699: 5
Geracao 1700: 5
Geracao 1701: 5
Geracao 1702: 5
Geracao 1703: 5
Geracao 1704: 5
Geracao 1705: 5
Geracao 1706: 5
Geracao 1707: 5
Geracao 1708: 5
Geracao 1709: 5
Geracao 1710: 5
Geracao 1711: 5
Geracao 1712: 5
Geracao 1713: 5
Geracao 1714: 5
Geracao 1715: 5
Geracao 1716: 5
Geracao 1717: 5
Geracao 1718: 5
Geracao 1719: 5
Geracao 1720: 5
Geracao 1721: 5
Geracao 1722: 5
Geracao 1723: 5
Geracao 1724: 5
Geracao 1725: 5
Geracao 1726: 5
Geracao 1727: 5
Geracao 1728: 5
Geracao 1729: 5
Geracao 1730: 5
Geracao 1731: 5
Geracao 1732: 5
Geracao 1733: 5
Geracao 1734: 5
Geracao 1735: 5
Geracao 1736: 5
Geracao 1737: 5
Geracao 1738: 5
Geracao 1739: 5
Geracao 1740: 5
Geracao 1741: 5
Geracao 1742: 5
Geracao 1743: 5
Geracao 1744: 5
Geracao 1745: 5
Geracao 1746: 5
Geracao 1747: 5
Geracao 1748: 5
Geracao 1749: 5
Geracao 1750: 5
Geracao 1751: 5
Geracao 1752: 5
Geracao 1753: 5
Geracao 1754: 5
Geracao 1755: 5
Geracao 1756: 5
Geracao 1757: 5
Geracao 1758: 5
Geracao 1759: 5
Geracao 1760: 5
Geracao 1761: 5
Geracao 1762: 5
Geracao 1763: 5
Geracao 1764: 5
Geracao 1765: 5
Geracao 1766: 5
Geracao 1767: 5
Geracao 1768: 5
Geracao 1769: 5
Geracao 1770: 5
Geracao 1771: 5
Geracao 1772: 5
Geracao 1773: 5
Geracao 1774: 5
Geracao 1775: 5
Geracao 1776: 5
Geracao 1777: 5
Geracao 1778: 5
Geracao 1779: 5
Geracao 1780: 5
Geracao 1781: 5
Geracao 1782: 5
Geracao 1783: 5
Geracao 1784: 5
Geracao 1785: 5
Geracao 1786: 5
Geracao 1787: 5
Geracao 1788: 5
Geracao 1789: 5
Geracao 1790: 5
Geracao 1791: 5
Geracao 1792: 5
Geracao 1793: 5
Geracao 1794: 5
Geracao 1795: 5
Geracao 1796: 5
Geracao 1797: 5
Geracao 1798: 5
Geracao 1799: 5
Geracao 1800: 5
Geracao 1801: 5
Geracao 1802: 5
Geracao 1803: 5
Geracao 1804: 5
Geracao 1805: 5
Geracao 1806: 5
Geracao 1807: 5
Geracao 1808: 5
Geracao 1809: 5
Geracao 1810: 5
Geracao 1811: 5
Geracao 1812: 5
Geracao 1813: 5
Geracao 1814: 5
Geracao 1815: 5
Geracao 1816: 5
Geracao 1817: 5
Geracao 1818: 5
Geracao 1819: 5
Geracao 1820: 5
Geracao 1821: 5
Geracao 1822: 5
Geracao 1823: 5
Geracao 1824: 5
Geracao 1825: 5
Geracao 1826: 5
Geracao 1827: 5
Geracao 1828: 5
Geracao 1829: 5
Geracao 1830: 5
Geracao 1831: 5
Geracao 1832: 5
Geracao 1833: 5
Geracao 1834: 5
Geracao 1835: 5
Geracao 1836: 5
Geracao 1837: 5
Geracao 1838: 5
Geracao 1839: 5
Geracao 1840: 5
Geracao 1841: 5
Geracao 1842: 5
Geracao 1843: 5
Geracao 1844: 5
Geracao 1845: 5
Geracao 1846: 5
Geracao 1847: 5
Geracao 1848: 5
Geracao 1849: 5
Geracao 1850: 5
Geracao 1851: 5
Geracao 1852: 5
Geracao 1853: 5
Geracao 1854: 5
Geracao 1855: 5
Geracao 1856: 5
Geracao 1857: 5
Geracao 1858: 5
Geracao 1859: 5
Geracao 1860: 5
Geracao 1861: 5
Geracao 1862: 5
Geracao 1863: 5
Geracao 1864: 5
Geracao 1865: 5
Geracao 1866: 5
Geracao 1867: 5
Geracao 1868: 5
Geracao 1869: 5
Geracao 1870: 5
Geracao 1871: 5
Geracao 1872: 5
Geracao 1873: 5
Geracao 1874: 5
Geracao 1875: 5
Geracao 1876: 5
Geracao 1877: 5
Geracao 1878: 5
Geracao 1879: 5
Geracao 1880: 5
Geracao 1881: 5
Geracao 1882: 5
Geracao 1883: 5
Geracao 1884: 5
Geracao 1885: 5
Geracao 1886: 5
Geracao 1887: 5
Geracao 1888: 5
Geracao 1889: 5
Geracao 1890: 5
Geracao 1891: 5
Geracao 1892: 5
Geracao 1893: 5
Geracao 1894: 5
Geracao 1895: 5
Geracao 1896: 5
Geracao 1897: 5
Geracao 1898: 5
Geracao 1899: 5
Geracao 1900: 5
Geracao 1901: 5
Geracao 1902: 5
Geracao 1903: 5
Geracao 1904: 5
Geracao 1905: 5
Geracao 1906: 5
Geracao 1907: 5
Geracao 1908: 5
Geracao 1909: 5
Geracao 1910: 5
Geracao 1911: 5
Geracao 1912: 5
Geracao 1913: 5
Geracao 1914: 5
Geracao 1915: 5
Geracao 1916: 5
Geracao 1917: 5
Geracao 1918: 5
Geracao 1919: 5
Geracao 1920: 5
Geracao 1921: 5
Geracao 1922: 5
Geracao 1923: 5
Geracao 1924: 5
Geracao 1925: 5
Geracao 1926: 5
Geracao 1927: 5
Geracao 1928: 5
Geracao 1929: 5
Geracao 1930: 5
Geracao 1931: 5
Geracao 1932: 5
Geracao 1933: 5
Geracao 1934: 5
Geracao 1935: 5
Geracao 1936: 5
Geracao 1937: 5
Geracao 1938: 5
Geracao 1939: 5
Geracao 1940: 5
Geracao 1941: 5
Geracao 1942: 5
Geracao 1943: 5
Geracao 1944: 5
Geracao 1945: 5
Geracao 1946: 5
Geracao 1947: 5
Geracao 1948: 5
Geracao 1949: 5
Geracao 1950: 5
Geracao 1951: 5
Geracao 1952: 5
Geracao 1953: 5
Geracao 1954: 5
Geracao 1955: 5
Geracao 1956: 5
Geracao 1957: 5
Geracao 1958: 5
Geracao 1959: 5
Geracao 1960: 5
Geracao 1961: 5
Geracao 1962: 5
Geracao 1963: 5
Geracao 1964: 5
Geracao 1965: 5
Geracao 1966: 5
Geracao 1967: 5
Geracao 1968: 5
Geracao 1969: 5
Geracao 1970: 5
Geracao 1971: 5
Geracao 1972: 5
Geracao 1973: 5
Geracao 1974: 5
Geracao 1975: 5
Geracao 1976: 5
Geracao 1977: 5
Geracao 1978: 5
Geracao 1979: 5
Geracao 1980: 5
Geracao 1981: 5
Geracao 1982: 5
Geracao 1983: 5
Geracao 1984: 5
Geracao 1985: 5
Geracao 1986: 5
Geracao 1987: 5
Geracao 1988: 5
Geracao 1989: 5
Geracao 1990: 5
Geracao 1991: 5
Geracao 1992: 5
Geracao 1993: 5
Geracao 1994: 5
Geracao 1995: 5
Geracao 1996: 5
Geracao 1997: 5
Geracao 1998: 5
Geracao 1999: 5
Geracao 2000: 5
TEMPO DECORRIDO PARA ATUALIZAR TABULEIRO PARA TODAS AS GERACOES: 423340
TEMPO TOTAL DE EXECUCAO: 423471
